
1,1,1,8,1

1,1,1,8,1

1,1,1,8,1

1,2,1,8,1

1,2,1,8,36

1,2,1,8,46

1,4,1,8,187

1,4,1,8,33

1,4,1,8,63

1,8,1,8,167

1,8,1,8,63

1,8,1,8,62

1,16,1,8,436

1,16,1,8,219

1,16,1,8,190

1,32,1,8,156

1,32,1,8,260

1,32,1,8,402

1,1,2,8,1

1,1,2,8,1

1,1,2,8,1

1,2,2,8,1

1,2,2,8,17

1,2,2,8,1

1,4,2,8,17

1,4,2,8,4

1,4,2,8,37

1,8,2,8,328

1,8,2,8,34

1,8,2,8,14

1,16,2,8,161

1,16,2,8,108

1,16,2,8,1

1,32,2,8,300

1,32,2,8,546

1,32,2,8,102

1,1,4,8,1

1,1,4,8,1

1,1,4,8,1

1,2,4,8,1

1,2,4,8,1

1,2,4,8,2

1,4,4,8,7

1,4,4,8,2

1,4,4,8,4

1,8,4,8,27

1,8,4,8,16

1,8,4,8,2

1,16,4,8,18

1,16,4,8,58

1,16,4,8,29

1,32,4,8,111

1,32,4,8,144

1,32,4,8,247

1,1,8,8,1

1,1,8,8,1

1,1,8,8,1

1,2,8,8,2

1,2,8,8,2

1,2,8,8,2

1,4,8,8,10

1,4,8,8,2

1,4,8,8,6

1,8,8,8,2

1,8,8,8,1

1,8,8,8,31

1,16,8,8,10

1,16,8,8,8

1,16,8,8,3

1,32,8,8,17

1,32,8,8,20

1,32,8,8,1

1,1,16,8,1

1,1,16,8,1

1,1,16,8,1

1,2,16,8,1

1,2,16,8,1

1,2,16,8,1

1,4,16,8,1

1,4,16,8,2

1,4,16,8,2

1,8,16,8,3

1,8,16,8,2

1,8,16,8,2

1,16,16,8,19

1,16,16,8,1

1,16,16,8,1

1,32,16,8,17

1,32,16,8,50

1,32,16,8,54

1,1,32,8,1

1,1,32,8,1

1,1,32,8,1

1,2,32,8,1

1,2,32,8,1

1,2,32,8,1

1,4,32,8,1

1,4,32,8,2

1,4,32,8,1

1,8,32,8,1

1,8,32,8,3

1,8,32,8,1

1,16,32,8,3

1,16,32,8,1

1,16,32,8,32

1,32,32,8,19

1,32,32,8,8

1,32,32,8,9

1,1,64,8,1

1,1,64,8,1

1,1,64,8,1

1,2,64,8,1

1,2,64,8,1

1,2,64,8,1

1,4,64,8,1

1,4,64,8,1

1,4,64,8,1

1,8,64,8,1

1,8,64,8,2

1,8,64,8,1

1,16,64,8,1

1,16,64,8,1

1,16,64,8,2

1,32,64,8,26

1,32,64,8,13

1,32,64,8,3

2,1,1,8,1

2,1,1,8,1

2,1,1,8,1

2,2,1,8,1

2,2,1,8,13

2,2,1,8,1

2,4,1,8,53

2,4,1,8,5

2,4,1,8,49

2,8,1,8,43

2,8,1,8,20

2,8,1,8,141

2,16,1,8,653

2,16,1,8,192

2,16,1,8,776

2,32,1,8,91

2,32,1,8,215

2,32,1,8,202

2,1,2,8,1

2,1,2,8,1

2,1,2,8,1

2,2,2,8,21

2,2,2,8,17

2,2,2,8,3

2,4,2,8,41

2,4,2,8,14

2,4,2,8,20

2,8,2,8,58

2,8,2,8,47

2,8,2,8,2

2,16,2,8,321

2,16,2,8,35

2,16,2,8,63

2,32,2,8,136

2,32,2,8,548

2,32,2,8,525

2,1,4,8,1

2,1,4,8,1

2,1,4,8,1

2,2,4,8,7

2,2,4,8,8

2,2,4,8,1

2,4,4,8,48

2,4,4,8,15

2,4,4,8,23

2,8,4,8,9

2,8,4,8,64

2,8,4,8,33

2,16,4,8,46

2,16,4,8,124

2,16,4,8,52

2,32,4,8,356

2,32,4,8,59

2,32,4,8,27

2,1,8,8,1

2,1,8,8,1

2,1,8,8,1

2,2,8,8,2

2,2,8,8,2

2,2,8,8,1

2,4,8,8,6

2,4,8,8,3

2,4,8,8,7

2,8,8,8,5

2,8,8,8,7

2,8,8,8,22

2,16,8,8,88

2,16,8,8,28

2,16,8,8,12

2,32,8,8,46

2,32,8,8,105

2,32,8,8,51

2,1,16,8,1

2,1,16,8,1

2,1,16,8,1

2,2,16,8,3

2,2,16,8,1

2,2,16,8,8

2,4,16,8,2

2,4,16,8,2

2,4,16,8,7

2,8,16,8,11

2,8,16,8,18

2,8,16,8,5

2,16,16,8,29

2,16,16,8,4

2,16,16,8,7

2,32,16,8,15

2,32,16,8,18

2,32,16,8,109

2,1,32,8,1

2,1,32,8,1

2,1,32,8,1

2,2,32,8,1

2,2,32,8,1

2,2,32,8,1

2,4,32,8,1

2,4,32,8,1

2,4,32,8,3

2,8,32,8,9

2,8,32,8,1

2,8,32,8,4

2,16,32,8,5

2,16,32,8,18

2,16,32,8,14

2,32,32,8,31

2,32,32,8,25

2,32,32,8,12

2,1,64,8,1

2,1,64,8,1

2,1,64,8,1

2,2,64,8,1

2,2,64,8,1

2,2,64,8,2

2,4,64,8,3

2,4,64,8,2

2,4,64,8,3

2,8,64,8,15

2,8,64,8,2

2,8,64,8,8

2,16,64,8,22

2,16,64,8,13

2,16,64,8,4

2,32,64,8,8

2,32,64,8,33

2,32,64,8,3

3,1,1,8,1

3,1,1,8,1

3,1,1,8,1

3,2,1,8,21

3,2,1,8,20

3,2,1,8,67

3,4,1,8,137

3,4,1,8,60

3,4,1,8,8

3,8,1,8,161

3,8,1,8,93

3,8,1,8,98

3,16,1,8,143

3,16,1,8,909

3,16,1,8,551

3,32,1,8,273

3,32,1,8,318

3,32,1,8,368

3,1,2,8,1

3,1,2,8,1

3,1,2,8,1

3,2,2,8,1

3,2,2,8,1

3,2,2,8,1

3,4,2,8,35

3,4,2,8,9

3,4,2,8,69

3,8,2,8,96

3,8,2,8,106

3,8,2,8,136

3,16,2,8,79

3,16,2,8,291

3,16,2,8,364

3,32,2,8,322

3,32,2,8,482

3,32,2,8,179

3,1,4,8,1

3,1,4,8,1

3,1,4,8,1

3,2,4,8,14

3,2,4,8,10

3,2,4,8,21

3,4,4,8,23

3,4,4,8,27

3,4,4,8,12

3,8,4,8,89

3,8,4,8,44

