
1,1,1

1,1,1

1,1,1

1,1,1

1,1,1

1,1,1

1,1,1

1,1,1

1,1,1

1,1,1

1,2,2

1,2,3

1,2,1

1,2,1

1,2,1

1,2,1

1,2,4

1,2,2

1,2,2

1,2,3

1,4,1

1,4,1

1,4,1

1,4,1

1,4,3

1,4,2

1,4,6

1,4,4

1,4,3

1,4,5

1,8,2

1,8,8

1,8,9

1,8,2

1,8,5

1,8,3

1,8,1

1,8,5

1,8,1

1,8,15

1,16,72

1,16,13

1,16,12

1,16,3

1,16,4

1,16,6

1,16,7

1,16,5

1,16,60

1,16,8

1,32,43

1,32,9

1,32,115

1,32,4

1,32,33

1,32,32

1,32,27

1,32,3

1,32,22

1,32,2

1,64,70

1,64,352

1,64,100

1,64,54

1,64,82

1,64,120

1,64,1

1,64,35

1,64,6

1,64,37

1,128,235

1,128,84

1,128,58

1,128,57

1,128,215

1,128,337

1,128,120

1,128,45

1,128,4

1,128,14

1,256,49

1,256,594

1,256,63

1,256,6

1,256,269

1,256,218

1,256,611

1,256,147

1,256,171

1,256,65

1,512,172

1,512,21

1,512,305

1,512,813

1,512,64

1,512,109

1,512,366

1,512,21

1,512,436

1,512,809

1,1024,75

1,1024,371

1,1024,114

1,1024,392

1,1024,581

1,1024,182

1,1024,103

1,1024,197

1,1024,69

1,1024,158

1,2048,151

1,2048,223

1,2048,201

1,2048,129

1,2048,54

1,2048,579

1,2048,338

1,2048,105

1,2048,29

1,2048,81

1,4096,265

1,4096,655

1,4096,160

1,4096,37

1,4096,24

1,4096,27

1,4096,451

1,4096,121

1,4096,386

1,4096,545

1,8192,55

1,8192,577

1,8192,203

1,8192,20

1,8192,157

1,8192,195

1,8192,742

1,8192,443

1,8192,304

1,8192,341

1,16384,733

1,16384,120

1,16384,33

1,16384,162

1,16384,181

1,16384,35

1,16384,681

1,16384,446

1,16384,74

1,16384,376

2,1,1

2,1,1

2,1,1

2,1,1

2,1,1

2,1,1

2,1,1

2,1,1

2,1,1

2,1,1

2,2,4

2,2,4

2,2,19

2,2,9

2,2,11

2,2,2

2,2,3

2,2,2

2,2,1

2,2,8

2,4,3

2,4,23

2,4,30

2,4,40

2,4,37

2,4,30

2,4,2

2,4,1

2,4,45

2,4,13

2,8,1

2,8,75

2,8,23

2,8,131

2,8,12

2,8,81

2,8,52

2,8,66

2,8,149

2,8,4

2,16,24

2,16,8

2,16,23

2,16,283

2,16,156

2,16,1094

2,16,273

2,16,42

2,16,17

2,16,578

2,32,1794

2,32,2212

2,32,137

2,32,75

2,32,629

2,32,1082

2,32,360

2,32,1731

2,32,1501

2,32,1103

2,64,6478

2,64,3437

2,64,184

2,64,4107

2,64,2799

2,64,136

2,64,5033

2,64,211

2,64,623

2,64,6105

2,128,6971

2,128,6236

2,128,45020

2,128,29640

2,128,3663

2,128,5226

2,128,3519

2,128,36601

2,128,1045

2,128,559

2,256,140736

2,256,129031

2,256,119079

2,256,17395

2,256,338304

2,256,34276

2,256,89157

2,256,129259

2,256,126433

2,256,57591

2,512,16907

2,512,250642

2,512,422203

2,512,33077

2,512,33819

2,512,1628

2,512,83239

2,512,93618

2,512,51429

2,512,137267

2,1024,10086

2,1024,42205

2,1024,27117

2,1024,30376

2,1024,50583

2,1024,9809

2,1024,1014

2,1024,8373

2,1024,87574

2,1024,95131

2,2048,20577

2,2048,79048
